GeneticMarker:1947534	VE001	31754	32348	1
GeneticMarker:1946092	SGCSNP5	173511	173551	1
GeneticMarker:1945638	PVV4.1	174459	175523	1
GeneticMarker:1945639	PVV4.2	174459	175523	1
GeneticMarker:1946218	SGCSNP131	174796	174836	1
GeneticMarker:1945473	ACC2	176325	176605	1
GeneticMarker:1945511	NT7I23	427343	427542	1
GeneticMarker:2166029	T7I23-77816	427343	427542	1
GeneticMarker:2225291	SM106_276,2	569396	569649	1
GeneticMarker:2225290	SM188_358,7	577564	577898	1
GeneticMarker:3643575	SM205_404,6	577892	578269	1
GeneticMarker:1947600	GST1	660965	663241	1
GeneticMarker:1946334	SGCSNP247	661941	661981	1
GeneticMarker:1945503	NF21B7	923923	924122	1
GeneticMarker:2166022	F21B7-1334	923923	924122	1
GeneticMarker:2225293	SM237_110,8	1063938	1064025	1
GeneticMarker:1945502	NF20D22	1070576	1070777	1
GeneticMarker:2166020	F20D22-5521	1070576	1070777	1
GeneticMarker:2225292	SM250_267,1	1083513	1083756	1
GeneticMarker:1946238	SGCSNP151	1148249	1148289	1
GeneticMarker:2166019	F19P19-75410	1157728	1157930	1
GeneticMarker:2225294	SM19_168,2	1193590	1193734	1
GeneticMarker:1945509	NT1G11	1243169	1243375	1
GeneticMarker:2166028	T1G11-89778	1243169	1243375	1
GeneticMarker:2225297	SM46_137,8	1505015	1505128	1
GeneticMarker:2225296	SM149_387,6	1508240	1508604	1
GeneticMarker:2225295	SM53_187,8	1515063	1515227	1
GeneticMarker:1947535	VE002	1521340	1521892	1
GeneticMarker:1946475	SGCSNP388	1521460	1521504	1
GeneticMarker:1947535	VE002	1526479	1527031	1
GeneticMarker:1946475	SGCSNP388	1526867	1526911	1
GeneticMarker:2005268	PT1	1528993	1529450	1
GeneticMarker:2225298	SM223_350,9	1601794	1602120	1
GeneticMarker:1946257	SGCSNP170	1642557	1642597	1
GeneticMarker:2225299	SM104_106,6	1841634	1841717	1
GeneticMarker:2225300	SM21_254,8	1882426	1882656	1
GeneticMarker:2225301	SM79_174,8	2006921	2007071	1
GeneticMarker:1947536	VE003	2032377	2032689	1
GeneticMarker:1947537	VE004	2338699	2338970	1
GeneticMarker:1945626	PAI1.1	2408035	2412610	1
GeneticMarker:1945626	PAI1.1	2408035	2409479	1
GeneticMarker:1945627	PAI1.2	2409066	2410896	1
GeneticMarker:1947219	PAI1	2409490	2413276	1
GeneticMarker:1945627	PAI1.2	2410873	2412220	1
GeneticMarker:1946395	SGCSNP308	2664469	2664509	1
GeneticMarker:2225302	SM175_66,4	2664766	2664813	1
GeneticMarker:2225303	SM227_224,8	2751024	2751224	1
GeneticMarker:2225304	SM31_385,7	2809440	2809801	1
GeneticMarker:2225305	SM235_121,3	2832179	2832277	1
GeneticMarker:1945508	NF7G19	2850460	2850657	1
GeneticMarker:2166027	F7G19-92589	2850460	2850657	1
GeneticMarker:2225306	SM21_127,5	3079897	3080001	1
GeneticMarker:2225307	SM125_250,7	3079995	3080220	1
GeneticMarker:1945640	PHYA	3097740	3099087	1
GeneticMarker:1946194	SGCSNP107	3097937	3097977	1
GeneticMarker:1946225	SGCSNP138	3121134	3121174	1
GeneticMarker:2225308	SM237_115,6	3161631	3161723	1
GeneticMarker:1946357	SGCSNP270	3190595	3190635	1
GeneticMarker:1947538	VE005	3192683	3194979	1
