GeneticMarker:1945473	ACC2	3.4	1
GeneticMarker:1945474	ATPASE	117.9	1
GeneticMarker:1945482	EAT	3.9	1
GeneticMarker:1945486	GENEA	86.4	1
GeneticMarker:1945493	SRP54A	18.9	1
GeneticMarker:1945496	ZFPG	37.4	1
GeneticMarker:1945514	NGA111	115.6	1
GeneticMarker:1945522	NGA128	83.3	1
GeneticMarker:1945531	NGA248	42.2	1
GeneticMarker:1945533	NGA280	83.8	1
GeneticMarker:1945536	NGA392	41.6	1
GeneticMarker:1945537	NGA59	2.9	1
GeneticMarker:1945539	NGA63	11.5	1
GeneticMarker:1945540	NGA692	119.2	1
GeneticMarker:1945560	ADH	117.5	1
GeneticMarker:1945577	CAT3	29.9	1
GeneticMarker:1945597	F15571	26.3	1
GeneticMarker:1945610	H77224	115.3	1
GeneticMarker:1945619	NCC1	12.6	1
GeneticMarker:1945625	PAB5	113.7	1
GeneticMarker:1945640	PHYA	11.4	1
GeneticMarker:1945662	UFO	49.6	1
GeneticMarker:1945669	G2395	28.1	1
GeneticMarker:1945671	G4026	87.0	1
GeneticMarker:1945678	M235	34.0	1
GeneticMarker:1945681	M305	91.9	1
GeneticMarker:1945770	G17286	38.6	1
GeneticMarker:1945773	G17311	125.4	1
GeneticMarker:1945774	G17336	91.6	1
GeneticMarker:1945806	G3786	20.8	1
GeneticMarker:1945808	G3829	29.8	1
GeneticMarker:1945817	G4026	87.0	1
GeneticMarker:1945835	G4552	104.2	1
GeneticMarker:1945856	G6836	91.1	1
GeneticMarker:1945869	M201	41.2	1
GeneticMarker:1945872	M213	77.7	1
GeneticMarker:1945874	M215	41.6	1
GeneticMarker:1945884	M235	34.0	1
GeneticMarker:1945886	M241	11.5	1
GeneticMarker:1945893	M253	51.9	1
GeneticMarker:1945900	M280	87.1	1
GeneticMarker:1945908	M315	96.6	1
GeneticMarker:1945915	M335	47.9	1
GeneticMarker:1945918	M402	49.4	1
GeneticMarker:1945929	M453	112.3	1
GeneticMarker:1945934	M488	7.7	1
GeneticMarker:1945938	M532	117.8	1
GeneticMarker:1945943	MI100	10.9	1
GeneticMarker:1945944	MI103	111.8	1
GeneticMarker:1945945	MI106	74.0	1
GeneticMarker:1945947	MI111	41.1	1
GeneticMarker:1945949	MI116	42.1	1
GeneticMarker:1945955	MI133	61.2	1
GeneticMarker:1945961	MI15	41.0	1
GeneticMarker:1945962	MI157	124.4	1
GeneticMarker:1945963	MI163	37.3	1
GeneticMarker:1945969	MI185	102.2	1
GeneticMarker:1945970	MI19	57.7	1
GeneticMarker:1945971	MI192	41.1	1
GeneticMarker:1945972	MI193	102.2	1
GeneticMarker:1945976	MI203	28.1	1
GeneticMarker:1945979	MI208	73.5	1
GeneticMarker:1945980	MI209	83.3	1
GeneticMarker:1945983	MI230	86.5	1
GeneticMarker:1945987	MI259	86.4	1
GeneticMarker:1945989	MI265	36.8	1
GeneticMarker:1945995	MI291A	72.0	1
GeneticMarker:1945999	MI303	83.8	1
GeneticMarker:1946000	MI304	86.5	1
GeneticMarker:1946007	MI324	90.8	1
GeneticMarker:1946013	MI342	58.8	1
GeneticMarker:1946014	MI348	23.6	1
GeneticMarker:1946015	MI353	90.8	1
GeneticMarker:1946020	MI372	7.8	1
GeneticMarker:1946025	MI408	86.4	1
GeneticMarker:1946030	MI423A	54.6	1
GeneticMarker:1946032	MI424	92.5	1
GeneticMarker:1946033	MI425	117.2	1
GeneticMarker:1946037	MI441	73.0	1
GeneticMarker:1946038	MI443	11.4	1
GeneticMarker:1946042	MI462	110.8	1
GeneticMarker:1946049	MI62	41.0	1
GeneticMarker:1946050	MI63	56.7	1
GeneticMarker:1946053	MI72	63.6	1
GeneticMarker:1946090	SGCSNP3	86.2	1
GeneticMarker:1946092	SGCSNP5	2.6	1
GeneticMarker:1946112	SGCSNP25	76.1	1
GeneticMarker:1946115	SGCSNP28	41.2	1
GeneticMarker:1946125	SGCSNP38	28.0	1
GeneticMarker:1946127	SGCSNP40	91.1	1
GeneticMarker:1946137	SGCSNP50	53.2	1
GeneticMarker:1946146	SGCSNP59	74.5	1
GeneticMarker:1946156	SGCSNP69	81.8	1
GeneticMarker:1946182	SGCSNP95	129.5	1
GeneticMarker:1946194	SGCSNP107	11.9	1
GeneticMarker:1946195	SGCSNP108	28.2	1
GeneticMarker:1946196	SGCSNP109	61.1	1
GeneticMarker:1946218	SGCSNP131	0.0	1
GeneticMarker:1946219	SGCSNP132	14.0	1
GeneticMarker:1946224	SGCSNP137	16.8	1
GeneticMarker:1946225	SGCSNP138	14.7	1
GeneticMarker:1946229	SGCSNP142	123.8	1
GeneticMarker:1946230	SGCSNP143	70.7	1
GeneticMarker:1946235	SGCSNP148	12.0	1
GeneticMarker:1946238	SGCSNP151	3.4	1
GeneticMarker:1946244	SGCSNP157	117.2	1
GeneticMarker:1946250	SGCSNP163	63.0	1
GeneticMarker:1946257	SGCSNP170	7.7	1
GeneticMarker:1946264	SGCSNP177	110.7	1
GeneticMarker:1946281	SGCSNP194	81.8	1
GeneticMarker:1946282	SGCSNP195	82.1	1
GeneticMarker:1946296	SGCSNP209	70.3	1
GeneticMarker:1946300	SGCSNP213	92.7	1
GeneticMarker:1946304	SGCSNP217	86.2	1
GeneticMarker:1946313	SGCSNP226	61.1	1
GeneticMarker:1946318	SGCSNP231	119.2	1
GeneticMarker:1946321	SGCSNP234	58.2	1
GeneticMarker:1946333	SGCSNP246	15.7	1
GeneticMarker:1946334	SGCSNP247	2.5	1
GeneticMarker:1946340	SGCSNP253	120.4	1
GeneticMarker:1946357	SGCSNP270	13.8	1
GeneticMarker:1946366	SGCSNP279	61.1	1
GeneticMarker:1946380	SGCSNP293	70.0	1
GeneticMarker:1946385	SGCSNP298	47.0	1
GeneticMarker:1946388	SGCSNP301	85.9	1
GeneticMarker:1946390	SGCSNP303	14.6	1
GeneticMarker:1946393	SGCSNP306	34.0	1
GeneticMarker:1946395	SGCSNP308	0.9	1
GeneticMarker:1946396	SGCSNP309	50.7	1
GeneticMarker:1946397	SGCSNP310	117.2	1
GeneticMarker:1946442	SGCSNP355	131.1	1
GeneticMarker:1946444	SGCSNP357	15.7	1
GeneticMarker:1946448	SGCSNP361	44.6	1
GeneticMarker:1946462	SGCSNP375	74.5	1
GeneticMarker:1946464	SGCSNP377	28.1	1
GeneticMarker:1946465	SGCSNP378	60.8	1
GeneticMarker:1946467	SGCSNP380	117.2	1
GeneticMarker:1946475	SGCSNP388	7.7	1
GeneticMarker:1946479	SGCSNP392	81.8	1
GeneticMarker:1946481	SGCSNP394	37.1	1
GeneticMarker:1946484	SGCSNP397	24.1	1
GeneticMarker:1946564	CER6	107.0	1
GeneticMarker:1946617	DRL1	18.0	1
GeneticMarker:1946758	FD	86.4	1
GeneticMarker:1946914	TAG1	109.8	1
GeneticMarker:1946962	A1	7.7	1
GeneticMarker:1946965	A32	6.2	1
GeneticMarker:1946969	ACBP	49.8	1
GeneticMarker:1946970	ACS	3.3	1
GeneticMarker:1946974	AGP5	57.8	1
GeneticMarker:1946978	AIG1	55.6	1
GeneticMarker:1946981	ANUK41	83.5	1
GeneticMarker:1946983	APK100	81.4	1
GeneticMarker:1946984	ARR3	87.1	1
GeneticMarker:1946985	ARR4	11.4	1
GeneticMarker:1946986	ARR7	26.3	1
GeneticMarker:1946987	AS33	89.9	1
GeneticMarker:1946999	ATHATPAS	117.9	1
GeneticMarker:1947001	ATHGENEA	88.9	1
GeneticMarker:1947007	ATTS0251	112.0	1
GeneticMarker:1947008	ATTS0477	12.6	1
GeneticMarker:1947019	ATSKI2	86.4	1
GeneticMarker:1947022	ATHB13	110.3	1
GeneticMarker:1947026	ATHB_9	49.0	1
GeneticMarker:1947027	ATPIS	100.7	1
GeneticMarker:1947030	B34	85.5	1
GeneticMarker:1947052	C456_6	55.9	1
GeneticMarker:1947057	CATTS039	46.7	1
GeneticMarker:1947062	CDS10	84.3	1
GeneticMarker:1947064	CDS12	45.1	1
GeneticMarker:1947066	CDS14	11.5	1
GeneticMarker:1947073	CDS7	15.7	1
GeneticMarker:1947074	CDS8	102.1	1
GeneticMarker:1947076	CEG1	37.1	1
GeneticMarker:1947077	CERX	38.1	1
GeneticMarker:1947092	DHA	118.0	1
GeneticMarker:1947093	DHS3	32.2	1
GeneticMarker:1947096	E12A11_E	24.7	1
GeneticMarker:1947099	EG17G9	18.8	1
GeneticMarker:1947104	EIL3	115.9	1
GeneticMarker:1947106	EKRIV	61.1	1
GeneticMarker:1947109	F11I4SP6	70.4	1
GeneticMarker:1947110	F19G10A	32.7	1
GeneticMarker:1947111	F19K23A	86.4	1
GeneticMarker:1947112	F19P19A	4.7	1
GeneticMarker:1947113	F1I21A	61.8	1
GeneticMarker:1947114	F20D22A	4.1	1
GeneticMarker:1947115	F21B7A	3.4	1
GeneticMarker:1947116	F21J9A	36.8	1
GeneticMarker:1947117	F21M12A	11.5	1
GeneticMarker:1947118	F22K20A	119.5	1
GeneticMarker:1947121	F5I14A	92.1	1
GeneticMarker:1947122	F7G19A	10.4	1
GeneticMarker:1947128	FUR12F12	42.6	1
GeneticMarker:1947133	G39H2	107.0	1
GeneticMarker:1947134	GAPB	61.2	1
GeneticMarker:1947136	GER1	115.0	1
GeneticMarker:1947144	GRF1	68.6	1
GeneticMarker:1947145	GRF2	63.6	1
GeneticMarker:1947147	GRF4	66.3	1
GeneticMarker:1947150	GT13_1	92.5	1
GeneticMarker:1947152	GT45_1	8.5	1
GeneticMarker:1947160	I42	45.0	1
GeneticMarker:1947162	I6	117.9	1
GeneticMarker:1947168	JD1110	34.1	1
GeneticMarker:1947169	JD4818	73.8	1
GeneticMarker:1947173	L3	40.5	1
GeneticMarker:1947174	LK138	27.1	1
GeneticMarker:1947177	LLC	84.4	1
GeneticMarker:1947181	LOX1	83.2	1
GeneticMarker:1947195	MW1	90.8	1
GeneticMarker:1947197	MYAC	79.6	1
GeneticMarker:1947208	O818	18.1	1
GeneticMarker:1947209	O846A	6.1	1
GeneticMarker:1947217	P39B2T7	51.6	1
GeneticMarker:1947219	PAI1	8.5	1
GeneticMarker:1947220	PAP1	83.5	1
GeneticMarker:1947221	PAP240	81.1	1
GeneticMarker:1947232	PGDH	24.6	1
GeneticMarker:1947234	PKNAT_22	112.3	1
GeneticMarker:1947235	PLLB22	108.9	1
GeneticMarker:1947236	PLRB910	82.2	1
GeneticMarker:1947239	PR5	117.2	1
GeneticMarker:1947241	PSP	24.7	1
GeneticMarker:1947242	PVV4	3.2	1
