1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0
800001	0
900001	0
1000001	0.361670546
1100001	0.361670546
1200001	0.361670546
1300001	0
1400001	0.361670546
1500001	0.090417636
1600001	0
1700001	0.180835273
1800001	0
1900001	0.180835273
2000001	0
2100001	0.271252909
2200001	0.904176365
2300001	2.622111458
2400001	3.978376006
2500001	2.079605639
2600001	2.622111458
2700001	2.170023276
2800001	1.898770366
2900001	3.164617277
3000001	3.435870187
3100001	2.350858549
3200001	3.435870187
3300001	7.504663829
3400001	1.085011638
3500001	3.164617277
3600001	2.712529095
3700001	0.994594001
3800001	6.329234555
3900001	5.605893463
4000001	1.53709982
4100001	4.972970007
4200001	1.265846911
4300001	2.983782004
4400001	3.255034914
4500001	3.797540733
4600001	9.403434195
4700001	6.057981645
4800001	5.244222917
4900001	6.600487464
5000001	14.46682184
5100001	6.329234555
5200001	9.855522378
5300001	4.792134734
5400001	1.989188003
5500001	3.255034914
5600001	5.42505819
5700001	4.701717098
5800001	2.260440912
5900001	1.356264547
6000001	1.989188003
6100001	3.61670546
6200001	2.170023276
6300001	12.74888675
6400001	4.159211279
6500001	3.526287823
6600001	3.164617277
6700001	7.414246193
6800001	4.701717098
6900001	2.893364368
7000001	2.260440912
7100001	1.175429274
7200001	2.079605639
7300001	1.085011638
7400001	0.994594001
7500001	1.085011638
7600001	3.255034914
7700001	1.80835273
7800001	1.989188003
7900001	2.350858549
8000001	0.813758728
8100001	3.435870187
8200001	4.611299461
8300001	3.255034914
8400001	2.893364368
8500001	6.419652191
8600001	9.041763649
8700001	8.137587284
8800001	8.77051074
8900001	6.96215801
9000001	4.068793642
9100001	2.983782004
9200001	2.802946731
9300001	8.951346013
9400001	7.323828556
9500001	3.164617277
9600001	4.249628915
9700001	3.797540733
9800001	2.441276185
9900001	4.159211279
10000001	1.53709982
10100001	2.802946731
10200001	5.696311099
10300001	2.079605639
10400001	2.260440912
10500001	0.994594001
10600001	1.085011638
10700001	0.813758728
10800001	3.978376006
10900001	3.707123096
11000001	2.802946731
11100001	7.504663829
11200001	5.42505819
11300001	1.898770366
11400001	2.350858549
11500001	1.717935093
11600001	0.452088182
11700001	0.723341092
11800001	2.983782004
11900001	5.605893463
12000001	5.15380528
12100001	2.079605639
12200001	2.622111458
12300001	1.80835273
12400001	1.898770366
12500001	5.515475826
12600001	7.323828556
12700001	3.887958369
12800001	3.978376006
12900001	2.893364368
13000001	2.531693822
13100001	3.164617277
13200001	3.887958369
13300001	7.323828556
13400001	2.983782004
13500001	1.627517457
13600001	2.712529095
13700001	3.34545255
13800001	5.063387644
13900001	2.802946731
14000001	4.430464188
14100001	5.15380528
14200001	2.170023276
14300001	4.249628915
14400001	1.898770366
14500001	6.148399282
14600001	12.20638093
14700001	7.595081466
14800001	2.079605639
14900001	1.717935093
15000001	3.34545255
15100001	3.255034914
15200001	2.170023276
15300001	2.350858549
15400001	0.723341092
15500001	5.15380528
15600001	5.063387644
15700001	2.893364368
15800001	1.989188003
15900001	0.904176365
16000001	13.65306311
16100001	4.068793642
16200001	2.712529095
16300001	1.175429274
16400001	8.137587284
16500001	2.531693822
16600001	5.063387644
16700001	5.15380528
16800001	3.435870187
16900001	1.898770366
17000001	0.994594001
17100001	0.723341092
17200001	2.622111458
17300001	1.356264547
17400001	0.723341092
17500001	1.446682184
17600001	2.893364368
17700001	2.350858549
17800001	2.712529095
17900001	0.542505819
18000001	1.265846911
18100001	0.361670546
18200001	1.446682184
18300001	1.627517457
18400001	1.175429274
18500001	1.085011638
18600001	2.531693822
18700001	1.898770366
18800001	1.446682184
18900001	1.356264547
19000001	0.994594001
19100001	3.255034914
19200001	6.510069828
19300001	2.079605639
19400001	4.972970007
19500001	2.350858549
19600001	3.61670546
19700001	4.249628915
19800001	2.712529095
19900001	1.446682184
20000001	2.712529095
20100001	2.079605639
20200001	2.712529095
20300001	2.802946731
20400001	3.435870187
20500001	1.265846911
20600001	0.271252909
20700001	1.085011638
20800001	5.063387644
20900001	0.361670546
21000001	0.904176365
21100001	0.723341092
21200001	1.085011638
21300001	1.717935093
21400001	0.180835273
21500001	0
21600001	0.994594001
21700001	0.090417636
21800001	0.542505819
21900001	0.180835273
22000001	0.271252909
22100001	0.361670546
22200001	0.090417636
22300001	0
22400001	0
